sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-115A-A0-10-40-1,EUR,EUR,28.7,0,28.7,3.68,EUR,1,0,3.68,10,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-CF-A3-10-40-5,EUR,EUR,13.16,3,13.16,3.68,EUR,1,1,3.68,10,5 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-135G-A3-700-40-3,EUR,EUR,40.22,0,40.22,0,EUR,2,1,0,700,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-15-40-4,EUR,EUR,11.15,2,11.15,3.68,EUR,1,1,3.68,15,4 days,115g Blue back,A2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A0-10-40-4,EUR,EUR,28.7,2,28.7,3.68,EUR,1,1,3.68,10,4 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A3-300-40-1,EUR,EUR,43,0,43,3.68,EUR,1,0,3.68,300,1 day,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A0-6-40-1,EUR,EUR,18.5,0,18.5,3.68,EUR,1,0,3.68,6,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A3-500-40-1,EUR,EUR,65.45,0,65.45,3.68,EUR,1,0,3.68,500,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A3-450-40-1,EUR,EUR,44.92,0,44.92,3.68,EUR,1,0,3.68,450,1 day,135g Gloss,A3,EUR,RPI print,TNT-AVG
PO-115A-A2-150-40-2,EUR,EUR,46.97,0,46.97,0,EUR,2,0,0,150,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-750-40-4,EUR,EUR,46,1,46,0,EUR,2,1,0,750,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-100-40-2,EUR,EUR,21,0,21,3.68,EUR,1,1,3.68,100,2 days,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A4-1500-40-2,EUR,EUR,44.92,0,44.92,0,EUR,2,0,0,1500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-30-40-4,EUR,EUR,2.9,2,2.9,3.68,EUR,1,1,3.68,30,4 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-115A-A1-5-40-4,EUR,EUR,9.75,2,9.75,3.68,EUR,1,1,3.68,5,4 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-115A-B2-50-40-4,EUR,EUR,22.5,2,22.5,3.68,EUR,1,1,3.68,50,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-B2-8-40-5,EUR,EUR,28.3,3,28.3,3.68,EUR,1,1,3.68,8,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-135G-A4-4-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,4,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-115A-B2-100-40-4,EUR,EUR,38,2,38,3.68,EUR,1,1,3.68,100,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B2-10-40-2,EUR,EUR,4.5,0,4.5,3.68,EUR,1,1,3.68,10,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-B1-2-40-4,EUR,EUR,8.05,2,8.05,3.68,EUR,1,1,3.68,2,4 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-135G-A0-7-40-4,EUR,EUR,21.05,2,21.05,3.68,EUR,1,1,3.68,7,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A4-750-40-2,EUR,EUR,19.5,1,19.5,3.68,EUR,1,0,3.68,750,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-115A-A0-3-40-1,EUR,EUR,10.85,0,10.85,3.68,EUR,1,0,3.68,3,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A3-25-40-2,EUR,EUR,10.5,0,10.5,3.68,EUR,1,1,3.68,25,2 days,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-B1-4-40-5,EUR,EUR,28.3,3,28.3,3.68,EUR,1,1,3.68,4,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A0-1-40-2,EUR,EUR,5.75,0,5.75,3.68,EUR,1,1,3.68,1,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A1-2-40-4,EUR,EUR,5.4,2,5.4,3.68,EUR,1,1,3.68,2,4 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-115A-A3-250-40-1,EUR,EUR,37,0,37,3.68,EUR,1,0,3.68,250,1 day,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B2-5-40-2,EUR,EUR,3.5,0,3.5,3.68,EUR,1,1,3.68,5,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A3-700-40-5,EUR,EUR,40.22,2,40.22,0,EUR,2,1,0,700,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-200-40-4,EUR,EUR,48.83,1,48.83,0,EUR,2,1,0,200,4 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A1-4-40-2,EUR,EUR,24.45,1,24.45,3.68,EUR,1,0,3.68,4,2 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A4-900-40-5,EUR,EUR,37.22,2,37.22,0,EUR,2,1,0,900,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-1-40-2,EUR,EUR,3.93,1,3.93,3.68,EUR,1,0,3.68,1,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-1-40-1,EUR,EUR,3.35,0,3.35,3.68,EUR,1,0,3.68,1,1 day,115g Blue back,A3,EUR,Probo,TNT-AVG
PO-115A-A2-25-40-2,EUR,EUR,15.25,0,15.25,3.68,EUR,1,1,3.68,25,2 days,115g Blue back,A2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A0-4-40-2,EUR,EUR,13.4,0,13.4,3.68,EUR,1,1,3.68,4,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A0-1-40-4,EUR,EUR,5.75,2,5.75,3.68,EUR,1,1,3.68,1,4 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A1-15-40-4,EUR,EUR,24.25,2,24.25,3.68,EUR,1,1,3.68,15,4 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-115A-A1-15-40-1,EUR,EUR,24.25,0,24.25,3.68,EUR,1,0,3.68,15,1 day,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-135G-A2-40-40-1,EUR,EUR,9.7,0,9.7,3.68,EUR,1,0,3.68,40,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A3-2-40-3,EUR,EUR,3.43,2,3.43,3.68,EUR,1,0,3.68,2,3 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-135G-A3-9-40-1,EUR,EUR,2.4,0,2.4,3.68,EUR,1,0,3.68,9,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-B1-9-40-4,EUR,EUR,20.3,2,20.3,3.68,EUR,1,1,3.68,9,4 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-115A-A1-4-40-4,EUR,EUR,8.3,2,8.3,3.68,EUR,1,1,3.68,4,4 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-135G-A4-1500-40-4,EUR,EUR,44.92,1,44.92,0,EUR,2,1,0,1500,4 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-900-40-3,EUR,EUR,37.22,0,37.22,0,EUR,2,1,0,900,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-5-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,5,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A3-600-40-5,EUR,EUR,38.72,2,38.72,0,EUR,2,1,0,600,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-6-40-4,EUR,EUR,3.5,2,3.5,3.68,EUR,1,1,3.68,6,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A3-400-40-2,EUR,EUR,36.67,0,36.67,0,EUR,2,0,0,400,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-2-40-3,EUR,EUR,5.86,2,5.86,3.68,EUR,1,0,3.68,2,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A1-3-40-4,EUR,EUR,6.85,2,6.85,3.68,EUR,1,1,3.68,3,4 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-115A-A1-5-40-1,EUR,EUR,9.75,0,9.75,3.68,EUR,1,0,3.68,5,1 day,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-135G-B1-7-40-2,EUR,EUR,16.1,1,16.1,3.68,EUR,1,0,3.68,7,2 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A1-8-40-2,EUR,EUR,13.45,1,13.45,3.68,EUR,1,0,3.68,8,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-CF-A2-10-40-3,EUR,EUR,25.32,2,25.32,3.68,EUR,1,0,3.68,10,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A2-10-40-1,EUR,EUR,9.1,0,9.1,3.68,EUR,1,0,3.68,10,1 day,115g Blue back,A2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A1-7-40-2,EUR,EUR,11.95,1,11.95,3.68,EUR,1,0,3.68,7,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-B2-30-40-1,EUR,EUR,10,0,10,3.68,EUR,1,0,3.68,30,1 day,135g Gloss,B2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-ABRI-2-40-4,EUR,EUR,16.65,2,16.65,3.68,EUR,1,1,3.68,2,4 days,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-550-40-5,EUR,EUR,32.55,2,32.55,0,EUR,2,1,0,550,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-450-40-4,EUR,EUR,11,2,11,3.68,EUR,1,1,3.68,450,4 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-CF-ABRI-1-40-2,EUR,EUR,25.45,1,25.45,3.68,EUR,1,0,3.68,1,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A0-2-40-2,EUR,EUR,8.3,0,8.3,3.68,EUR,1,1,3.68,2,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A3-20-40-1,EUR,EUR,9.4,0,9.4,3.68,EUR,1,0,3.68,20,1 day,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A2-35-40-1,EUR,EUR,8.8,0,8.8,3.68,EUR,1,0,3.68,35,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-A3-250-40-4,EUR,EUR,31.15,1,31.15,0,EUR,2,1,0,250,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-4-40-2,EUR,EUR,12.73,1,12.73,3.68,EUR,1,0,3.68,4,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-A2-30-40-1,EUR,EUR,7.9,0,7.9,3.68,EUR,1,0,3.68,30,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-7-40-2,EUR,EUR,2,1,2,3.68,EUR,1,0,3.68,7,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A2-35-40-2,EUR,EUR,8.8,0,8.8,3.68,EUR,1,1,3.68,35,2 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A4-1-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,1,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-CF-A2-7-40-5,EUR,EUR,18.03,3,18.03,3.68,EUR,1,1,3.68,7,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-B2-15-40-4,EUR,EUR,5,2,5,3.68,EUR,1,1,3.68,15,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-A0-1-40-2,EUR,EUR,12.74,1,12.74,3.68,EUR,1,0,3.68,1,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-A3-1-40-2,EUR,EUR,2.47,1,2.47,3.68,EUR,1,0,3.68,1,2 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-CF-B2-4-40-5,EUR,EUR,14.65,3,14.65,3.68,EUR,1,1,3.68,4,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-B2-25-40-1,EUR,EUR,15.25,0,15.25,3.68,EUR,1,0,3.68,25,1 day,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-B2-2-40-1,EUR,EUR,5.82,0,5.82,3.68,EUR,1,0,3.68,2,1 day,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B2-6-40-1,EUR,EUR,3.5,0,3.5,3.68,EUR,1,0,3.68,6,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A1-4-40-2,EUR,EUR,8.3,0,8.3,3.68,EUR,1,1,3.68,4,2 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-135G-A3-7-40-1,EUR,EUR,2.2,0,2.2,3.68,EUR,1,0,3.68,7,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-B1-5-40-4,EUR,EUR,15.85,2,15.85,3.68,EUR,1,1,3.68,5,4 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-135G-B2-8-40-4,EUR,EUR,3.5,2,3.5,3.68,EUR,1,1,3.68,8,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A2-9-40-2,EUR,EUR,4.12,0,4.12,3.68,EUR,1,1,3.68,9,2 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-A3-150-40-4,EUR,EUR,29.25,1,29.25,0,EUR,2,1,0,150,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-30-40-1,EUR,EUR,4.5,0,4.5,3.68,EUR,1,0,3.68,30,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-ABRI-2-40-2,EUR,EUR,16.65,0,16.65,3.68,EUR,1,1,3.68,2,2 days,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-CF-B2-2-40-3,EUR,EUR,7.83,2,7.83,3.68,EUR,1,0,3.68,2,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-135G-A2-9-40-1,EUR,EUR,4.12,0,4.12,3.68,EUR,1,0,3.68,9,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A3-3-40-3,EUR,EUR,4.65,2,4.65,3.68,EUR,1,0,3.68,3,3 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-A2-6-40-2,EUR,EUR,7.46,0,7.46,3.68,EUR,1,1,3.68,6,2 days,115g Blue back,A2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-A3-1-40-3,EUR,EUR,2.22,2,2.22,3.68,EUR,1,0,3.68,1,3 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-B2-25-40-2,EUR,EUR,15.25,0,15.25,3.68,EUR,1,1,3.68,25,2 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A4-30-40-2,EUR,EUR,2.9,1,2.9,3.68,EUR,1,0,3.68,30,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A3-35-40-4,EUR,EUR,3.8,2,3.8,3.68,EUR,1,1,3.68,35,4 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-115A-B2-5-40-2,EUR,EUR,7.05,0,7.05,3.68,EUR,1,1,3.68,5,2 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-ABRI-1-40-4,EUR,EUR,9,2,9,3.68,EUR,1,1,3.68,1,4 days,135g Gloss,Abri,EUR,TMB Image Center BV,TNT-AVG
PO-115A-B2-20-40-4,EUR,EUR,13.2,2,13.2,3.68,EUR,1,1,3.68,20,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-ABRI-1-40-1,EUR,EUR,10.65,0,10.65,3.68,EUR,1,0,3.68,1,1 day,135g Gloss,Abri,EUR,Probo,TNT-AVG
PO-115A-A3-20-40-2,EUR,EUR,9.4,0,9.4,3.68,EUR,1,1,3.68,20,2 days,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A1-1-40-2,EUR,EUR,3.95,0,3.95,3.68,EUR,1,1,3.68,1,2 days,115g Blue back,A1,EUR,Probo,TNT-AVG
PO-135G-A4-2-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,2,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A4-6-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,6,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-115A-B2-2-40-2,EUR,EUR,5.82,0,5.82,3.68,EUR,1,1,3.68,2,2 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B2-6-40-2,EUR,EUR,3.5,0,3.5,3.68,EUR,1,1,3.68,6,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A4-7-40-1,EUR,EUR,1.92,0,1.92,3.68,EUR,1,0,3.68,7,1 day,135g Gloss,A4,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A2-3-40-3,EUR,EUR,8.3,2,8.3,3.68,EUR,1,0,3.68,3,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-B2-9-40-4,EUR,EUR,3.5,2,3.5,3.68,EUR,1,1,3.68,9,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-A3-6-40-5,EUR,EUR,8.3,3,8.3,3.68,EUR,1,1,3.68,6,5 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-B2-10-40-4,EUR,EUR,9.1,2,9.1,3.68,EUR,1,1,3.68,10,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-CF-A3-4-40-2,EUR,EUR,6.86,1,6.86,3.68,EUR,1,0,3.68,4,2 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-CF-A2-2-40-2,EUR,EUR,6.86,1,6.86,3.68,EUR,1,0,3.68,2,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-6-40-4,EUR,EUR,6.32,2,6.32,3.68,EUR,1,1,3.68,6,4 days,115g Blue back,A3,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-B2-4-40-4,EUR,EUR,6.64,2,6.64,3.68,EUR,1,1,3.68,4,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A2-3-40-4,EUR,EUR,5.75,2,5.75,3.68,EUR,1,1,3.68,3,4 days,115g Blue back,A2,EUR,Probo,TNT-AVG
PO-115A-B2-2-40-4,EUR,EUR,5.82,2,5.82,3.68,EUR,1,1,3.68,2,4 days,115g Blue back,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-115A-A2-2-40-4,EUR,EUR,4.75,2,4.75,3.68,EUR,1,1,3.68,2,4 days,115g Blue back,A2,EUR,Probo,TNT-AVG
PO-115A-A2-3-40-2,EUR,EUR,5.75,0,5.75,3.68,EUR,1,1,3.68,3,2 days,115g Blue back,A2,EUR,Probo,TNT-AVG
PO-115A-A2-1-40-4,EUR,EUR,3.75,2,3.75,3.68,EUR,1,1,3.68,1,4 days,115g Blue back,A2,EUR,Probo,TNT-AVG
PO-115A-B1-1-40-1,EUR,EUR,5.45,0,5.45,3.68,EUR,1,0,3.68,1,1 day,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-135G-A4-7-40-4,EUR,EUR,1.47,2,1.47,3.68,EUR,1,1,3.68,7,4 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A4-3-40-2,EUR,EUR,1.47,1,1.47,3.68,EUR,1,0,3.68,3,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-CF-ABRI-500-40-2,EUR,EUR,12225.41,1,12225.41,32.41,EUR,1,0,32.41,500,2 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-450-40-2,EUR,EUR,11002.97,1,11002.97,32.41,EUR,1,0,32.41,450,2 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-500-40-3,EUR,EUR,10144.66,2,10144.66,32.41,EUR,1,0,32.41,500,3 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-400-40-2,EUR,EUR,9780.53,1,9780.53,32.41,EUR,1,0,32.41,400,2 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-500-40-5,EUR,EUR,10144.66,3,10144.66,32.41,EUR,1,1,32.41,500,5 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-450-40-3,EUR,EUR,9130.29,2,9130.29,32.41,EUR,1,0,32.41,450,3 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-450-40-5,EUR,EUR,9130.29,3,9130.29,32.41,EUR,1,1,32.41,450,5 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-350-40-2,EUR,EUR,8558.08,1,8558.08,32.41,EUR,1,0,32.41,350,2 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-400-40-3,EUR,EUR,8115.93,2,8115.93,32.41,EUR,1,0,32.41,400,3 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-400-40-5,EUR,EUR,8115.93,3,8115.93,32.41,EUR,1,1,32.41,400,5 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-350-40-3,EUR,EUR,7101.56,2,7101.56,32.41,EUR,1,0,32.41,350,3 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-300-40-2,EUR,EUR,7335.64,1,7335.64,32.41,EUR,1,0,32.41,300,2 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-350-40-5,EUR,EUR,7101.56,3,7101.56,32.41,EUR,1,1,32.41,350,5 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-300-40-3,EUR,EUR,6087.19,2,6087.19,32.41,EUR,1,0,32.41,300,3 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-250-40-2,EUR,EUR,6113.2,1,6113.2,31.76,EUR,1,0,31.76,250,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A0-500-40-2,EUR,EUR,5868.72,1,5868.72,32.41,EUR,1,0,32.41,500,2 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-300-40-5,EUR,EUR,6087.19,3,6087.19,32.41,EUR,1,1,32.41,300,5 days,Water resistant PVC,Abri,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-450-40-2,EUR,EUR,5281.94,1,5281.94,32.41,EUR,1,0,32.41,450,2 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-250-40-3,EUR,EUR,5072.83,2,5072.83,31.76,EUR,1,0,31.76,250,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A0-500-40-3,EUR,EUR,4869.96,2,4869.96,32.41,EUR,1,0,32.41,500,3 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-200-40-2,EUR,EUR,4890.76,1,4890.76,25.52,EUR,1,0,25.52,200,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-ABRI-250-40-5,EUR,EUR,5072.83,3,5072.83,31.76,EUR,1,1,31.76,250,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A0-400-40-2,EUR,EUR,4695.17,1,4695.17,32.41,EUR,1,0,32.41,400,2 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-500-40-5,EUR,EUR,4869.96,3,4869.96,32.41,EUR,1,1,32.41,500,5 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-450-40-3,EUR,EUR,4383.06,2,4383.06,32.41,EUR,1,0,32.41,450,3 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-ABRI-175-40-2,EUR,EUR,4279.54,1,4279.54,22.4,EUR,1,0,22.4,175,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-ABRI-200-40-3,EUR,EUR,4058.46,2,4058.46,25.52,EUR,1,0,25.52,200,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A0-450-40-5,EUR,EUR,4383.06,3,4383.06,32.41,EUR,1,1,32.41,450,5 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-B1-500-40-2,EUR,EUR,4113.5,1,4113.5,32.41,EUR,1,0,32.41,500,2 days,Water resistant PVC,B1,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-350-40-2,EUR,EUR,4108.4,1,4108.4,32.41,EUR,1,0,32.41,350,2 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-CF-A0-400-40-3,EUR,EUR,3896.16,2,3896.16,32.41,EUR,1,0,32.41,400,3 days,Water resistant PVC,A0,EUR,Probo,DHL_EXPRESS-EUROPLUS
